x,y,z
-7.782327826141212,-5.738721874251387,28.724167617320372
-7.681307937525793,-5.685263336142954,28.563028781566466
-7.582774823167517,-5.638576837111124,28.399295399871967
-7.486934849120795,-5.598552593514903,28.233375140438262
-7.3939786674920205,-5.565069220273284,28.06566009773377
-7.304081473213419,-5.537996090631654,27.89652679239507
-7.217403357552129,-5.517195282614946,27.72633635104636
-7.134089738157645,-5.50252354992253,27.555434813412003
-7.054271860481958,-5.493834002458416,27.384153569477757
-6.97806734449328,-5.490977704871726,27.212809900531067
-6.905580784556746,-5.493805038980391,27.041707586284044
-6.836904389103944,-5.502166965800636,26.87113759372786
-6.772118632843533,-5.515916065208865,26.701378791870912
-6.711292936616922,-5.534907473286636,26.53269872783721
-6.654486346086823,-5.558999628030156,26.365354395582177
-6.601748220667143,-5.588054909551313,26.199593046314895
-6.553118897112174,-5.621940099768291,26.035652949683307
-6.508630373718671,-5.660526782170962,25.873764230406902
-6.468306941841827,-5.703691567757602,25.714149611114177
-6.4321658166330025,-5.751316231334383,25.55702518107271
-6.400217739494146,-5.80328775142263,25.402601140669233
-6.372467533411754,-5.859498243304563,25.251082484869062
-6.348914658739664,-5.919844818225863,25.102669718610763
-6.329553692298644,-5.984229355137734,24.95755946681108
-6.314374807593724,-6.052558193439408,24.815945113822362
-6.303364187289808,-6.124741769852965,24.678017363466523
-6.29650441144732,-6.200694181507241,24.543964780701415
-6.293774803692715,-6.280332693426097,24.413974294855773
-6.295151722409799,-6.363577200877515,24.288231647247184
-6.300608829838258,-6.450349620852576,24.166921817603697
-6.310117296030959,-6.5405732658216,24.050229387515067
-6.323645980491616,-6.634172144931349,23.93833887102697
-6.3411615561003405,-6.731070247630293,23.83143499373287
-6.362628597493885,-6.831190776868483,23.72970292190639
-6.388009627094172,-6.934455347477764,23.633328442055195
-6.41726511396558,-7.040783161067124,23.542498087257936
-6.450353439473191,-7.150090134276021,23.457399199574272
-6.487230812873535,-7.262288015163325,23.378219944390978
-6.52785115479125,-7.377283460724251,23.305149245059248
-6.572165935503973,-7.494977097652885,23.23837666342005
-6.620123977885423,-7.615262562228934,23.178092196943254
-6.671671221148508,-7.738025520614769,23.124486004503158
-6.726750446354073,-7.863142676501873,23.077748055802168
-6.785300975370195,-7.990480781633603,23.038067661265035
-6.847258318139172,-8.119895607065857,23.00563297494046
-6.91255381275685,-8.251230984523206,22.9806303055164
-6.981114209410878,-8.384317775158545,22.963243417708544
-7.052861241482188,-8.51897291182579,22.95365267202749
-7.127711178774472,-8.654998494416681,22.952034017669682
-7.20557431996107,-8.792180784519248,22.958557990012682
-7.286354531418784,-8.930289492848495,22.97338840204504
-7.369948688363373,-9.069076827919872,22.996681096131415
-7.456246181241947,-9.20827690361326,23.028582426861863
-7.545128366815146,-9.347605066471973,23.06922767220216
-7.6364680129957,-9.48675731369969,23.118739336194913
-7.730128822098159,-9.6254101029815,23.177225249347995
-7.825964825009035,-9.763219831318649,23.244776621414722
-7.923819970965258,-9.89982307161722,23.321465947744535
-8.023527570411996,-10.03483645137492,23.407344770634552
-8.124909890085442,-10.167857098806596,23.502441418170974
-8.227777775889436,-10.298463290592547,23.60675862512217
-8.331930216302768,-10.426215024797937,23.72027100622857
-8.437154207790956,-10.550655519954729,23.84292277565359
-8.543224379834248,-10.671312214466667,23.974624983244315
-8.649903019324569,-10.787698814040956,24.11525333789633
-8.756939969984835,-10.899317207989654,24.264645607692504
-8.864072702191988,-11.0056598221414,24.422599292592036
-8.971026647905727,-11.106212609713458,24.588869768753128
-9.077515345776614,-11.200457876456435,24.763167739763805
-9.183241148441102,-11.287877996915546,24.945158221654893
-9.287895681168571,-11.367959110648362,25.134458414702497
-9.391160747173014,-11.440195255384797,25.33063705288574
-9.492709305644553,-11.50409286835628,25.53321366805844
-9.59220652621665,-11.559175505793108,25.741657917368908
-9.68931127048848,-11.604988552038622,25.95539070177859
-9.783677451659079,-11.641104752017473,26.173783953912874
-9.874955810129213,-11.667128930029111,26.39616283704673
-9.962795781819617,-11.682703350282171,26.62180772064554
-10.04684744945591,-11.687512907591671,26.849956572676998
-10.12676374603376,-11.681290364271353,27.07980830930176
-10.202202760925402,-11.663820713429669,27.310527162972697
-10.272830197106233,-11.634946056733305,27.541247233340414
-10.338321790372609,-11.59456926537605,27.77107775530727
-10.398365977490823,-11.542657917331713,27.99910910801027
-10.452666402944141,-11.479246736795426,28.22441920691934
-10.500944633783815,-11.404440268699593,28.446080549531896
-10.542942580328942,-11.318413853429316,28.663167252820912
-10.57842513043333,-11.221414642526964,28.87476288408722
-10.607182378237576,-11.113760919713158,29.079967845855972
-10.629031982495919,-10.995841211302597,29.277907424196083
-10.643821062453286,-10.868111883490508,29.46773906728369
-10.65142811717862,-10.731094274550664,29.64866008950127
-10.651764476137597,-10.58537059925144,29.81991443237783
-10.644775622883886,-10.431579258338601,29.980799404197334
-10.63044208640707,-10.270409187124756,30.130671476486874
-10.608780090034989,-10.102593667369913,30.26895163894468
-10.579841743821971,-9.9289035156809,30.395129587734058
-10.543715004561225,-9.75013983942578,30.50876746966705
-10.500523219093859,-9.567126286376169,30.609502563963545
-10.450424268347001,-9.380701489433743,30.69704870977801
-10.39360944767103,-9.19171103747405,30.771197182701393
-10.330301979329509,-9.00099980860107,30.8318163618038
-10.260755242801789,-8.809404473269048,30.878850569160015
-10.18525069436947,-8.617746158279957,30.912317962648174
-10.10409562092857,-8.426823918065955,30.93230774804032
-10.017620599128975,-8.237408328451332,30.93897652255951
-9.926176864256167,-8.050236085860428,30.93254411577625
-9.830133521065159,-7.866005063243614,30.9132888697398
-9.729874648158129,-7.685370174720235,30.88154242337188
-9.625796441111977,-7.50894006809662,30.837684419540043
-9.518304227783846,-7.337274454762462,30.78213668778879
-9.40780965351915,-7.170882345957081,30.715357698993593
-9.294727813806995,-7.010220917674007,30.63783670428982
-9.179474611649711,-6.855695149455961,30.55008830987679
-9.062464109067049,-6.707658071057309,30.452646864468587
-8.944106136048811,-6.566411641441751,30.34606137489869
-8.824804037358808,-6.432208157450975,30.23089063246734
-8.704952601714854,-6.305252107929121,30.107698674674335
-8.584936209002798,-6.185702438929595,29.977050668523958
-8.465127175376242,-6.073675151320821,29.839509177256488
-8.345884316098925,-5.969246145155293,29.69563085997072
-8.22755172408096,-5.872454239824418,29.545963595342553
-8.110457754678233,-5.783304345442902,29.39104401433484
-7.994914219909151,-5.7017706970383495,29.231395447581413
-7.881215778505253,-5.627800082517926,29.06752625589228
-7.769639512074083,-5.561315062305824,28.899928522836518
-7.6604446800909,-5.502217116871882,28.72907709258677
-7.553872636021191,-5.450389677519753,28.555428913274266
-7.450146889700309,-5.405701024413691,28.37942265420195
-7.349473309515236,-5.368007039454249,28.20147858392964
-7.252040442900286,-5.337153775497302,28.021998663033763
-7.158019936092619,-5.312979835429099,27.841366813952448
-7.067567045088013,-5.29531856226803,27.65994935375722
-6.9808212661784586,-5.284000054409649,27.478095645225185
-6.897906927661224,-5.278852916188798,27.296138657930097
-6.818933959584559,-5.279705874994856,27.114395862612593
-6.743998579166593,-5.286389175726361,26.933169962474526
-6.67318412345241,-5.298735786528057,26.75274989073375
-6.6065617762567275,-5.316582443036817,26.57341162601027
-6.544191423889281,-5.339770484140186,26.3954192318059
-6.486122395937542,-5.36814658248848,26.21902571496165
-6.432394303146892,-5.401563250536808,26.044474048911713
-6.383037761742951,-5.439879286395449,25.87199803593673
-6.338075185671148,-5.482960000559649,25.70182327946379
-6.297521474663426,-5.53067740959947,25.534168023467693
-6.261384736837585,-5.5829102318358705,25.36924405012026
-6.229666922669079,-5.639543859473686,25.207257475669145
-6.202364474790792,-5.700470140743655,25.04840957361112
-6.179468879547674,-5.765587194640292,24.892897500545104
-6.1609671971022175,-5.83479907390092,24.740914993538414
-6.14684260026242,-5.90801531387871,24.592653098632283
-6.137074788091868,-5.985150512036037,24.448300757184885
-6.13164039712821,-6.066123782692751,24.30804540777271
-6.130513365053882,-6.1508581592923575,24.172073544798685
-6.133665220725775,-6.239279982724284,24.040571197233575
-6.141065363757167,-6.331318186962932,23.91372440863717
-6.152681261745333,-6.426903590130293,23.79171963617861
-6.168478629804815,-6.525968099020922,23.674744116448878
-6.188421543553495,-6.628443907049165,23.562986183565805
-6.212472512960109,-6.734262630444628,23.456635532746905
-6.2405925076709705,-6.843354421704977,23.355883435040685
-6.27274093914208,-6.955647042169942,23.260922891403904
-6.308875597980738,-7.071064899726552,23.17194872724577
-6.348952542843666,-7.1895280617797575,23.089157631252103
-6.392925950558148,-7.310951229558728,23.012748113231268
-6.4407479167377035,-7.435242696557911,22.942920421137913
-6.49236822373908,-7.562303269562589,22.8798763245457
-6.547734056880755,-7.692025168944542,22.823818881095665
-6.60678968459353,-7.824290916614131,22.774952087699607
-6.669476109028531,-7.958972220245239,22.733480375527964
-6.735730652395904,-8.095928789975044,22.69960816688414
-6.805486543888466,-8.235007259043117,22.673539102904396
-6.878672438178204,-8.376039992405325,22.655475345265174
-6.95521191362466,-8.518843952816026,22.645616696953276
-7.03502296516886,-8.663219679737898,22.644159468871532
-7.118017407330194,-8.808950060920957,22.65129548435258
-7.204100335649788,-8.95579947488161,22.667210628887748
-7.293169494035334,-9.103512698783948,22.692083484711386
-7.385114653746333,-9.251814001960327,22.726083749673673
-7.4798170301679745,-9.400406528365112,22.769370378553678
-7.5771485660087174,-9.548971293243884,22.822089809252716
-7.676971387070876,-9.697166967949805,22.88437379868845
-7.779137111328879,-9.844629254100075,22.956337239682757
-7.883486221778496,-9.990970612449313,23.038075811645715
-7.989847576949327,-10.135780604048543,23.129663452569265
-8.098037772186773,-10.278625823906308,23.231149726421904
-8.207860662391083,-10.41905046026684,23.342557137405763
-8.319106866594954,-10.556576975021187,23.463878225532437
-8.431553465997208,-10.690707465726774,23.595072759733192
-8.544963606176935,-10.820924841755758,23.73606469011111
-8.659086376853477,-10.946694837360518,23.886739400773028
-8.773656616612872,-11.067468022656312,24.046940616964918
-8.888395034217798,-11.182682611827346,24.21646784985502
-9.003008262760037,-11.291767314683705,24.39507346545777
-9.117189268725165,-11.394144937809214,24.58246055302675
-9.23061772269439,-11.489236162943099,24.778280373434736
-9.342960747218859,-11.576463917562114,24.982130851900177
-9.453873662363806,-11.655258067783135,25.193554696386414
-9.563001101839534,-11.72506045887571,25.41203875973764
-9.66997818504168,-11.78533043166899,25.637013128561385
-9.77443202391384,-11.835550371311278,25.867851568769968
-9.875983349324951,-11.875231843464432,26.103871893238292
-9.974248409659799,-11.903921414410092,26.344337685474805
-10.068841051242668,-11.921207085789025,26.58846020718093
-10.159374985504273,-11.926724084012434,26.835401536044483
-10.245466284875407,-11.920161167061492,27.084278182396876
-10.326735985449185,-11.901266130712157,27.334165680631706
-10.402812865932292,-11.869851041805756,27.584104065037206
-10.473336323011562,-11.825797332029076,27.833103795887016
-10.537959372550233,-11.76906012376827,28.080152682622057
-10.596351628491293,-11.699671436286275,28.324223428676667
-10.64820234277184,-11.617743126135878,28.564281628509193
-10.693223388893088,-11.523468624100563,28.79929431794925
-10.731152124640035,-11.41712360551866,29.028238736906914
-10.761754222660304,-11.29906582051137,29.250111525502884
-10.784826186872802,-11.169733549960345,29.463937579850228
-10.800197779690702,-11.029643184806092,29.668779171730915
-10.807734098614372,-10.879385503192907,29.863744567774443
-10.807337352909682,-10.719621004711655,30.047996160555357
-10.798948372016016,-10.551074126095923,30.220758324545592
-10.782547604564073,-10.374526660020496,30.38132398601101
-10.758155872839197,-10.190810216416965,30.52906093264854
-10.725834588294209,-10.000798140601336,30.663416638516754
-10.685685621080584,-9.805396868383069,30.783922318911117
-10.637850710087884,-9.605536775639985,30.89019577725496
-10.582510464009838,-9.40216318810204,30.981942993122882
-10.519882960344136,-9.196226835849277,31.058958731168257
-10.450221967367757,-8.988675057936092,31.12112579810519
-10.37381481273069,-8.780442784239932,31.16841337041736
-10.29097992613341,-8.57244427602697,31.200874147553233
-10.20206415392762,-8.365565446106437,31.21864072490474
-10.107439753421408,-8.160656624336125,31.22192091475922
-10.007501341025392,-7.958526543781632,31.210992668192997
-9.902662556245716,-7.759936718166339,31.186198071595907
-9.79335277416634,-7.5655971258021095,31.147937206376866
-9.680013714823577,-7.376162567081792,31.096661549843745
-9.563096054963427,-7.192230078645933,31.032867152811814
-9.443056192470284,-7.014337224163857,30.957088048337173
-9.320352958369558,-6.842961267979067,30.8698893036233
-9.195444636071194,-6.6785191545206315,30.771860737917848
-9.068785984684732,-6.521368292054457,30.66361044358681
-8.940825632213263,-6.371807895455883,30.545759158148915
-8.812003487062627,-6.230081103259507,30.418934492596797
-8.6827485418801,-6.096377466484374,30.283766047915968
-8.553476859285816,-5.970835913725475,30.140880857619806
-8.424589798981136,-5.853548052879859,29.990899319762402
-8.296472525014266,-5.74456170334994,29.834431705549633
-8.169492745654948,-5.643884623515131,29.672075138134957
-8.043999705289934,-5.551488329268155,29.50441108414314
-7.920323412210999,-5.46731193657242,29.332003319637177
-7.798774090681937,-5.391265993528754,29.15539634248871
-7.679641845483805,-5.323236232715863,28.97511420129659
-7.563196525384516,-5.263087181546677,28.791659709962428
-7.44968775334202,-5.210665622964066,28.605513978519976
-7.339345141109181,-5.165803905808081,28.417136296397217
-7.232378629962363,-5.128322990907241,28.22696423773766
-7.128978964101582,-5.098035310485536,28.03541400941765
-7.029318287705286,-5.0747473914365475,27.84288102136625
-6.933550808435569,-5.058262218322337,27.649740563485565
-6.841813562133294,-5.048381382437047,27.456348662440412
-6.754227227947492,-5.044906976941399,27.263043016820628
-6.67089698122938,-5.047643269247266,27.07014399412045
-6.591913448888891,-5.056398137391775,26.87795580803907
-6.517353523499925,-5.07098432140621,26.686767438419736
-6.447281400914844,-5.091220414931541,26.49685394621828
-6.3817494191657955,-5.11693176199469,26.308477452584004
-6.320799063157685,-5.147951047727556,26.121888394971933
-6.264461788957906,-5.184118871641684,25.937326513188513
-6.212759975577334,-5.225284006992335,25.75502203071092
-6.165707714165545,-5.271303691873702,25.575196622544656
-6.123311677493992,-5.322043615487901,25.398064492966903
-6.0855718501413145,-5.377377962536814,25.22383329430257
-6.052482302273863,-5.437189181179181,25.0527050973442
-6.0240318455136475,-5.5013678174552165,24.88487724604444
-6.00020470118255,-5.56981210804438,24.72054321912486
-5.980981070392953,-5.642427635585506,24.55989340895537
-5.9663376895542894,-5.7191267882970545,24.403115876652574
-5.956248315902432,-5.79982823425769,24.25039705525612
-5.950684151672213,-5.884456337882949,24.101922394382296
-5.949614240411022,-5.9729404634266885,23.957876976854816
-5.953005811446335,-6.065214236464086,23.818446092036464
-5.960824532010852,-6.1612148435580165,23.683815731956397
-5.973034762298183,-6.2608821481029615,23.554173084106544
-5.989599708669993,-6.364157901099802,23.429706940172753
-6.01048156242513,-6.470984811014848,23.31060807545062
-6.035641566972944,-6.581305630351647,23.197069576247515
-6.0650400449394954,-6.695062178562029,23.089287105651977
-6.098636374725779,-6.812194334355438,22.98745912206074
-6.136388914410753,-6.932638996269313,22.891787039341704
-6.178254878737481,-7.056328996678994,22.80247531631
-6.2241901702220535,-7.183191994496025,22.71973149540312
-6.274149163940451,-7.313149321227359,22.64376614481556
-6.328084443195179,-7.4461148035140665,22.574792752139647
-6.385946491866474,-7.581993553824479,22.513027503944816
-6.447683340855352,-7.720680727146463,22.45868900780952
-6.513240172043138,-7.862060264400204,22.41199788129378
-6.582558877466619,-8.006003604211223,22.373176257385243
-6.655577577326132,-8.152368376752381,22.342447190147556
-6.732230104130623,-8.300997122048692,22.320033859690557
-6.812445431402398,-8.45171592808989,22.306158795526407
-6.896147094025249,-8.604333203307212,22.301042750697608
-6.9832525387908,-8.758638307181862,22.304903650990088
-7.073672480610089,-8.914400377466658,22.317955194402003
-7.167310202138256,-9.071367074614223,22.340405399949564
-7.2640608394487565,-9.229263431589464,22.372454967497834
-7.36381066927232,-9.38779087953461,22.414295365177292
-7.466436324102874,-9.546626119508808,22.46610690957827
-7.57180409740916,-9.705420535855641,22.528056441545367
-7.679769120701312,-9.863799237134813,22.600295016363752
-7.790174689985531,-10.02136083538749,22.682955265882637
-7.902851479053511,-10.177676947666699,22.77614864081732
-8.01761687013798,-10.332292256341091,22.879962495357184
-8.134274305763777,-10.484724802910286,22.9944569728852
-8.252612609814484,-10.634466298393441,23.119661756028723
-8.372405568615243,-10.780983418900353,23.255572823339303
-8.493411297553198,-10.92371858193836,23.40214882944757
-8.615372052680813,-11.062092133112596,23.55930791240145
-8.73801380403345,-11.195504062221133,23.726923904877644
-8.861046224192421,-11.323336864500204,23.904823188662476
-8.984162657025685,-11.444958572434768,24.09278123004275
-9.107040241713381,-11.559726227037016,24.290519331267124
-9.229340423573442,-11.666990289036674,24.49770213348421
-9.350709276898664,-11.766098948060314,24.713934300289033
-9.470778533164903,-11.856403544163145,24.938759249901736
-9.589166325430362,-11.93726408175817,25.171656427304356
-9.70547860532196,-12.008055277612172,25.41204102150316
-9.81931051813737,-12.068173204912739,25.659262851975427
-9.93024813938557,-12.117041974636608,25.91260672313882
-10.03787053171612,-12.15412078953572,26.171293778217557
-10.141751867499936,-12.178911631741013,26.434482467201857
-10.241464029713041,-12.190965745965922,26.701272514340573
-10.33657928041213,-12.189891360695336,26.97070804758897
-10.426673139685043,-12.175360789966904,27.24178204257048
-10.511327562558645,-12.147116924484665,27.513442371417412
-10.590134250411635,-12.10497937288126,27.784598590466633
-10.662697987438094,-12.048849961365223,28.05412924963127
-10.72864019845864,-11.97871766367054,28.320890447394156
-10.78760241107041,-11.894662024386163,28.58372495495084
-10.839249871255262,-11.796856266451146,28.8414721735428
-10.883274867607541,-11.685568443155075,29.092978182576807
-10.919400164209822,-11.561162025624382,29.33710657654651
-10.947382078774481,-11.424094612614768,29.57274909529772
-10.967013400599168,-11.274915626539688,29.798836304576405
-10.978126032995437,-11.11426246578183,30.014348175600304
-10.980593180275969,-10.942855399474512,30.218323754084857
-10.974331334723667,-10.761491134661549,30.409870906258266
-10.959301581600355,-10.571035335994601,30.588174254872754
-10.935510712931253,-10.372413881782478,30.752503194673633
-10.903011584112605,-10.166603578917705,30.902217633851723
-10.861903179182743,-9.95462189593175,31.03677334709801
-10.812330072581934,-9.737516213144035,31.155725605282964
-10.754481378169823,-9.516353102848006,31.25873125619173
-10.688589247577877,-9.292207031365413,31.345549673759585
-10.614926895359945,-9.066149720570639,31.41604207331195
-10.533806201793386,-8.839239496212725,31.470169621357194
-10.445574898372827,-8.612511233416056,31.507990131950017
-10.350613496254766,-8.386967262197745,31.529653792171533
-10.249331826723996,-8.163568664984826,31.535397647824496
-10.1421654600966,-7.943228008969236,31.52553942162925
-10.029571906441502,-7.726802803425279,31.500470531473
-9.912026693356554,-7.515090186696268,31.460648485968072
-9.79001950507534,-7.308822819445985,31.40658921889695
-9.66405018685184,-7.108665760000503,31.338858806191443
-9.534624958321201,-6.915214615016853,31.25806553542348
-9.402252655453541,-6.7289946355523504,31.164851829195285
-9.267441231596717,-6.5504608592583535,31.059886682016003
-9.130694297578263,-6.379999165455835,30.94385797943696
-8.992508088740811,-6.217928131756779,30.817465806581723
-8.85336856233948,-6.06450159962713,30.68141591547569
-8.713748825229427,-5.919911844827635,30.536413900621888
-8.574106849278486,-5.784293236963378,30.38315997210364
-8.434883478961966,-5.657726275737856,30.22234434426929
-8.29650074747813,-5.540241903470084,30.05464326848345
-8.159360485379565,-5.43182600608079,29.880715681535253
-8.023843221401524,-5.332424002181097,29.70120046008683
-7.890307361398658,-5.241945441537611,29.51671424652438
-7.759088629472339,-5.160268545503407,29.327849806063494
-7.630499755057842,-5.087244627756999,29.13517487339263
-7.504830388066277,-5.022702351278867,28.939231446342074
-7.3823472202314235,-4.96645177183772,28.74053547423623
-7.263294292274062,-4.918288141341873,28.53957689440883
-7.1478934608092475,-4.8779954433087855,28.336819958896193
-7.036345011935257,-4.845349655439095,28.132703824393086
-6.928828422920881,-4.820121744901465,27.92764341001902
-6.825503151440228,-4.802080302813024,27.722030263201678
-6.726509598533835,-4.790993977035405,27.516233759432552
-6.631970072500855,-4.786633561084131,27.31060226240726
-6.541989823771061,-4.788773844952046,27.105464413388503
-6.4566581256568005,-4.79719517361998,26.901130481809012
-6.376049332460418,-4.811684798067691,26.69789367277421
-6.300224005818216,-4.8320379408329615,26.496031544363213
-6.229229962466413,-4.858058708143654,26.295807297480074
-6.163103377820942,-4.889560736056454,26.097471155141445
-6.101869810138579,-4.926367707969101,25.901261623682593
-6.04554522801535,-4.968313669696963,25.707406768812024
-5.994136986240991,-5.015243197742409,25.516125420371317
-5.947644767242501,-5.067011428931599,25.327628346147293
-5.9060614434300165,-5.123484006943901,25.14211932855905
-5.869373941428689,-5.184536838444744,24.959796252449433
-5.837564026605026,-5.2500557954442275,24.78085210678406
-5.810609017717941,-5.319936334747827,24.60547591434943
-5.788482473778526,-5.394083002895886,24.43385365038716
-5.771154794250772,-5.472408907538818,24.266169063040575
-5.75859378579478,-5.55483509023857,24.102604481895344
-5.750765152155585,-5.641289863473117,23.943341548599104
-5.747632940241716,-5.7317080758082755,23.788561914240255
-5.749159916450184,-5.826030342577541,23.63844788276514
-5.7553078918167975,-5.92420221596635,23.493183012030048
-5.766037987092988,-6.026173326061385,23.352952663883343
-5.781310845720685,-6.131896464492,23.217944509316947
-5.801086785773432,-6.241326643173473,23.088348987864585
-5.825325901496849,-6.354420099684481,22.964359716161777
-5.853988106907601,-6.471133285127923,22.84617385592262
-5.88703313144547,-6.59142177513106,22.733992409761857
-5.924420458257394,-6.715239184009277,22.628020490357812
-5.966109212105176,-6.842536011424614,22.528467505239565
-6.01205799635935,-6.973258460018652,22.435547295849737
-6.062224678937156,-7.107347214523592,22.349478207229836
-6.116566127465383,-7.244736170594946,22.270483067130616
-6.1750378960914825,-7.385351136272505,22.198789119687216
-6.2375938612686825,-7.529108488178027,22.13462782634071
-6.304185810692434,-7.675913787136428,22.07823461718029
-6.374762982451671,-7.8256603692027475,22.029848501441197
-6.449271557061928,-7.978227893842162,21.989711583113202
-6.52765410393778,-8.133480867097477,21.958068454689645
-6.609848982726263,-8.291267159164438,21.935165431015324
-6.695789697324086,-8.451416469781703,21.92124967782166
-6.785404213671855,-8.613738847590808,21.91656813708928
-6.87861422854604,-8.778023147564918,21.921366321294297
-6.97533441045293,-8.9440355715634,21.935886903011685
-7.0754715987429,-9.111518206398129,21.9603681193078
-7.178923971469029,-9.280187608692856,21.99504197970118
-7.285580201362085,-9.449733537220515,22.040132252058193
-7.395318563250582,-9.619817655952824,22.09585222957553
-7.50800606532317,-9.790072522273244,22.16240229138368
-7.623497535235268,-9.960100583727506,22.23996719487989
-7.741634738290022,-10.129473467346887,22.328713181726734
-7.8622454995002515,-10.29773147225453,22.4287848362105
-7.985142829041871,-10.464383257895777,22.54030169318144
-8.110124136370368,-10.628905990163174,22.66335475188741
-8.236970420694924,-10.790745640946644,22.79800261494787
-8.365445607271356,-10.949317861795505,22.944267697186316
-8.495295903470941,-11.104009171986341,23.10213209226319
-8.626249286907768,-11.254178664947927,23.271533474677653
